"Node","Matches"
"AES_PPRM1_ENC.EC.MX1.1151:AS
a0 = x[7:0];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.x[31:0]', 7, 0)]"
"AES_PPRM1_ENC.1268:BL
Krg <= Kin;
KrgX <= Kin;
Kvldrg <= 1;
Dvldrg <= 0;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kin[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kin[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kvldrg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg', 0, 0)]"
"AES_PPRM1_ENC.1266:BL","[]"
"AES_PPRM1_ENC.EC.MX2.1150:AS
a2 = x[23:16];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.x[31:0]', 23, 16)]"
"AES_PPRM1_ENC.EC.MX2.1151:AS
a0 = x[7:0];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.x[31:0]', 7, 0)]"
"AES_PPRM1_ENC.EC.MX2.1154:AS
b0 = a0 ^ a3;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a3[7:0]', 7, 0)]"
"AES_PPRM1_ENC.EC.MX1.1153:AS
b2 = a2 ^ a1;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 7, 0)]"
"AES_PPRM1_ENC.EC.MX1.1154:AS
b0 = a0 ^ a3;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 7, 0)]"
"AES_PPRM1_ENC.EC.MX0.1150:AS
a2 = x[23:16];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.x[31:0]', 23, 16)]"
"AES_PPRM1_ENC.1289:BL
Rrg <= { Rrg[8:0], Rrg[9] };
KrgX <= Knext;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 9, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 8, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 9, 9), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Knext[127:0]', 127, 0)]"
"AES_PPRM1_ENC.EC.1220:AS
ko = { ki[127:96] ^ { so[31:24] ^ rcon(Rrg), so[23:0] }, ki[95:64] ^ ko[127:96], ki[63:32] ^ ko[95:64], ki[31:0] ^ ko[63:32] };","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ko[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0]', 127, 96), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.so[31:0]', 31, 24), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.Rrg[9:0]', 9, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.so[31:0]', 23, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0]', 95, 64), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ko[127:0]', 127, 96), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0]', 63, 32), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ko[127:0]', 95, 64), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0]', 31, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ko[127:0]', 63, 32)]"
"AES_PPRM1_ENC.EC.MX0.1156:AS
y = { a2[7] ^ b1[7] ^ b3[6], a2[6] ^ b1[6] ^ b3[5], a2[5] ^ b1[5] ^ b3[4], a2[4] ^ b1[4] ^ b3[3] ^ b3[7], a2[3] ^ b1[3] ^ b3[2] ^ b3[7], a2[2] ^ b1[2] ^ b3[1], a2[1] ^ b1[1] ^ b3[0] ^ b3[7], a2[0] ^ b1[0] ^ b3[7], a3[7] ^ b1[7] ^ b2[6], a3[6] ^ b1[6] ^ b2[5], a3[5] ^ b1[5] ^ b2[4], a3[4] ^ b1[4] ^ b2[3] ^ b2[7], a3[3] ^ b1[3] ^ b2[2] ^ b2[7], a3[2] ^ b1[2] ^ b2[1], a3[1] ^ b1[1] ^ b2[0] ^ b2[7], a3[0] ^ b1[0] ^ b2[7], a0[7] ^ b3[7] ^ b1[6], a0[6] ^ b3[6] ^ b1[5], a0[5] ^ b3[5] ^ b1[4], a0[4] ^ b3[4] ^ b1[3] ^ b1[7], a0[3] ^ b3[3] ^ b1[2] ^ b1[7], a0[2] ^ b3[2] ^ b1[1], a0[1] ^ b3[1] ^ b1[0] ^ b1[7], a0[0] ^ b3[0] ^ b1[7], a1[7] ^ b3[7] ^ b0[6], a1[6] ^ b3[6] ^ b0[5], a1[5] ^ b3[5] ^ b0[4], a1[4] ^ b3[4] ^ b0[3] ^ b0[7], a1[3] ^ b3[3] ^ b0[2] ^ b0[7], a1[2] ^ b3[2] ^ b0[1], a1[1] ^ b3[1] ^ b0[0] ^ b0[7], a1[0] ^ b3[0] ^ b0[7] };","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.y[31:0]', 31, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 0, 0)]"
"AES_PPRM1_ENC.EC.MX3.1154:AS
b0 = a0 ^ a3;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 7, 0)]"
"67:AS
Dvld = ((Dvld_reg == 1'b0) && (Dvld_tmp == 1'b1))? 1'b1 : 1'b0;","[('AES_PPRM1_bench.AES_PPRM1.Dvld', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Dvld_reg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.Dvld_tmp', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b1[7:0]', 7, 0)]"
"AES_PPRM1_ENC.Leaf_1257:AL","[]"
"AES_PPRM1_ENC.1258:BL
Krg <= 128'h0000000000000000;
KrgX <= 128'h0000000000000000;
Rrg <= 10'b0000000001;
Kvldrg <= 0;
Dvldrg <= 0;
BSYrg <= 0;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 9, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Kvldrg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSYrg', 0, 0)]"
"81:IF","[]"
"AES_PPRM1_ENC.EC.MX1.1156:AS
y = { a2[7] ^ b1[7] ^ b3[6], a2[6] ^ b1[6] ^ b3[5], a2[5] ^ b1[5] ^ b3[4], a2[4] ^ b1[4] ^ b3[3] ^ b3[7], a2[3] ^ b1[3] ^ b3[2] ^ b3[7], a2[2] ^ b1[2] ^ b3[1], a2[1] ^ b1[1] ^ b3[0] ^ b3[7], a2[0] ^ b1[0] ^ b3[7], a3[7] ^ b1[7] ^ b2[6], a3[6] ^ b1[6] ^ b2[5], a3[5] ^ b1[5] ^ b2[4], a3[4] ^ b1[4] ^ b2[3] ^ b2[7], a3[3] ^ b1[3] ^ b2[2] ^ b2[7], a3[2] ^ b1[2] ^ b2[1], a3[1] ^ b1[1] ^ b2[0] ^ b2[7], a3[0] ^ b1[0] ^ b2[7], a0[7] ^ b3[7] ^ b1[6], a0[6] ^ b3[6] ^ b1[5], a0[5] ^ b3[5] ^ b1[4], a0[4] ^ b3[4] ^ b1[3] ^ b1[7], a0[3] ^ b3[3] ^ b1[2] ^ b1[7], a0[2] ^ b3[2] ^ b1[1], a0[1] ^ b3[1] ^ b1[0] ^ b1[7], a0[0] ^ b3[0] ^ b1[7], a1[7] ^ b3[7] ^ b0[6], a1[6] ^ b3[6] ^ b0[5], a1[5] ^ b3[5] ^ b0[4], a1[4] ^ b3[4] ^ b0[3] ^ b0[7], a1[3] ^ b3[3] ^ b0[2] ^ b0[7], a1[2] ^ b3[2] ^ b0[1], a1[1] ^ b3[1] ^ b0[0] ^ b0[7], a1[0] ^ b3[0] ^ b0[7] };","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.y[31:0]', 31, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b1[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.b0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX1.a1[7:0]', 0, 0)]"
"77:IF","[]"
"76:BL","[]"
"AES_PPRM1_ENC.EC.MX0.1153:AS
b2 = a2 ^ a1;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a1[7:0]', 7, 0)]"
"AES_PPRM1_ENC.1257:BL","[]"
"AES_PPRM1_ENC.1255:AS
BSY = BSYrg;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSY', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSYrg', 0, 0)]"
"AES_PPRM1_ENC.EC.1202:AS
do = ((Rrg[0] == 1)? sr : mx) ^ ki;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.do[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.Rrg[9:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.sr[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.mx[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.ki[127:0]', 127, 0)]"
"AES_PPRM1_ENC.1257:AL","[]"
