"Node","Matches"
"Leaf_76:AL","[]"
"AES_PPRM1_ENC.1267:BL","[]"
"AES_PPRM1_ENC.1274:BL
Rrg <= { Rrg[8:0], Rrg[9] };
KrgX <= Knext;
Drg <= Din ^ Krg;
Dvldrg <= 0;
BSYrg <= 1;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 9, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 8, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Rrg[9:0]', 9, 9), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Knext[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Drg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Din[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSYrg', 0, 0)]"
"AES_PPRM1_ENC.1282:BL
Drg <= Dnext;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Drg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dnext[127:0]', 127, 0)]"
"AES_PPRM1_ENC.EC.MX3.1151:AS
a0 = x[7:0];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.x[31:0]', 7, 0)]"
"76:AL","[]"
"77:BL
Dvld_reg <= 1'b0;
Kvld_reg <= 1'b0;","[('AES_PPRM1_bench.AES_PPRM1.Dvld_reg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.Kvld_reg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 7, 0)]"
"81:BL
Dvld_reg <= Dvld_tmp;
Kvld_reg <= Kvld_tmp;","[('AES_PPRM1_bench.AES_PPRM1.Dvld_reg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Dvld_tmp', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Kvld_reg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Kvld_tmp', 0, 0)]"
"AES_PPRM1_ENC.EC.MX3.1150:AS
a2 = x[23:16];","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.x[31:0]', 23, 16)]"
"AES_PPRM1_ENC.1284:BL
KrgX <= Krg;
Dvldrg <= 1;
BSYrg <= 0;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.KrgX[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Krg[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.BSYrg', 0, 0)]"
"AES_PPRM1_ENC.EC.MX0.1154:AS
b0 = a0 ^ a3;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.b0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a0[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX0.a3[7:0]', 7, 0)]"
"AES_PPRM1_ENC.1253:AS
Dvld = Dvldrg;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvld', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dvldrg', 0, 0)]"
"AES_PPRM1_ENC.1258:IF","[]"
"AES_PPRM1_ENC.1254:AS
Dout = Drg;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Dout[127:0]', 127, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.Drg[127:0]', 127, 0)]"
"AES_PPRM1_ENC.1267:IF","[]"
"AES_PPRM1_ENC.1266:IF","[]"
"AES_PPRM1_ENC.1284:IF","[]"
"AES_PPRM1_ENC.EC.MX2.1153:AS
b2 = a2 ^ a1;","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.b2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a2[7:0]', 7, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX2.a1[7:0]', 7, 0)]"
"65:AS
Kvld_tmp = Kvld_E & ~EncDec | Kvld_D & EncDec;","[('AES_PPRM1_bench.AES_PPRM1.Kvld_tmp', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Kvld_E', 0, 0), ('AES_PPRM1_bench.EncDec', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.Kvld_D', 0, 0)]"
"AES_PPRM1_ENC.EC.MX3.1156:AS
y = { a2[7] ^ b1[7] ^ b3[6], a2[6] ^ b1[6] ^ b3[5], a2[5] ^ b1[5] ^ b3[4], a2[4] ^ b1[4] ^ b3[3] ^ b3[7], a2[3] ^ b1[3] ^ b3[2] ^ b3[7], a2[2] ^ b1[2] ^ b3[1], a2[1] ^ b1[1] ^ b3[0] ^ b3[7], a2[0] ^ b1[0] ^ b3[7], a3[7] ^ b1[7] ^ b2[6], a3[6] ^ b1[6] ^ b2[5], a3[5] ^ b1[5] ^ b2[4], a3[4] ^ b1[4] ^ b2[3] ^ b2[7], a3[3] ^ b1[3] ^ b2[2] ^ b2[7], a3[2] ^ b1[2] ^ b2[1], a3[1] ^ b1[1] ^ b2[0] ^ b2[7], a3[0] ^ b1[0] ^ b2[7], a0[7] ^ b3[7] ^ b1[6], a0[6] ^ b3[6] ^ b1[5], a0[5] ^ b3[5] ^ b1[4], a0[4] ^ b3[4] ^ b1[3] ^ b1[7], a0[3] ^ b3[3] ^ b1[2] ^ b1[7], a0[2] ^ b3[2] ^ b1[1], a0[1] ^ b3[1] ^ b1[0] ^ b1[7], a0[0] ^ b3[0] ^ b1[7], a1[7] ^ b3[7] ^ b0[6], a1[6] ^ b3[6] ^ b0[5], a1[5] ^ b3[5] ^ b0[4], a1[4] ^ b3[4] ^ b0[3] ^ b0[7], a1[3] ^ b3[3] ^ b0[2] ^ b0[7], a1[2] ^ b3[2] ^ b0[1], a1[1] ^ b3[1] ^ b0[0] ^ b0[7], a1[0] ^ b3[0] ^ b0[7] };","[('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.y[31:0]', 31, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b1[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b2[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a3[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 6, 6), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 5, 5), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 4, 4), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 7, 7), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 3, 3), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 2, 2), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 1, 1), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.b0[7:0]', 0, 0), ('AES_PPRM1_bench.AES_PPRM1.AES_PPRM1_ENC.EC.MX3.a1[7:0]', 0, 0)]"
