sig_key,width,toggles
RSA_tb.RSA.SEQ_BLK.Con[30:0],31,1628422 49126 1627676 48106 160260 2 1676520 2 136640 47362 57610 48104 2 65536 56578 112964 1655018 1605542 186854 25856 1492 1604804 98260 0 25792 1572220 894402 1619948 876900 828866 826826
RSA_tb.RSA.SEQ_BLK.BSYrg,1,6
RSA_tb.RSA.SEQ_BLK.Dvldrg,1,2
RSA_tb.RSA.SEQ_BLK.InOutMem[1:0],2,6 2
RSA_tb.RSA.SEQ_BLK.Kvldrg,1,1
RSA_tb.RSA.SEQ_BLK.Kvldrg_tmp,1,2
RSA_tb.RSA.SEQ_BLK.Mvldrg,1,1
RSA_tb.RSA.SEQ_BLK.Mvldrg_tmp,1,2
RSA_tb.RSA.SEQ_BLK.Rst,1,2
RSA_tb.RSA.SEQ_BLK.Start,1,2
RSA_tb.RSA.SEQ_BLK.count[4:0],5,16 24 40 64 128
RSA_tb.RSA.SEQ_BLK.exp,1,122
RSA_tb.RSA.SEQ_BLK.msb,1,2
RSA_tb.RSA.SEQ_BLK.s,1,370
RSA_tb.RSA.SEQ_BLK.state[2:0],3,5 4 3
RSA_tb.RSA.SEQ_BLK.mux5_1.Sel[4:0],5,510 512 512 512 510
RSA_tb.RSA.SEQ_BLK.mux5_1.a[30:0],31,1562880 48100 1562140 48100 94720 0 1610980 0 71040 47360 23680 48100 0 0 23680 47360 1587300 1539940 119140 23680 1480 1539200 96200 0 23680 1572220 828800 1554280 876900 828800 759240
RSA_tb.RSA.SEQ_BLK.mux5_1.b[30:0],31,65538 1022 65536 2 65536 2 65536 2 65536 0 33926 0 0 65536 32896 65536 67584 65536 67584 2048 4 65536 2050 0 2048 0 65536 65536 0 0 67584
RSA_tb.RSA.SEQ_BLK.mux5_1.c[30:0],31,2 2 0 4 4 0 4 0 64 2 2 0 2 0 2 64 66 2 66 64 4 0 4 0 64 0 66 64 0 66 2
RSA_tb.RSA.SEQ_BLK.mux5_1.d[30:0],31,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 64 64 64 4 64 4 0 0 0 0 64 0 0 0
RSA_tb.RSA.SEQ_BLK.mux5_1.e[30:0],31,2 2 0 0 0 0 0 0 0 0 2 4 0 0 0 4 4 0 0 0 0 4 2 0 0 0 0 4 0 0 0
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Start,1,2
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Cy_m,1,51918
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.Con[30:0],31,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 64 64 64 4 64 4 0 0 0 0 64 0 0 0
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.pc[3:0],4,4 66 64 2
RSA_tb.RSA.SEQ_BLK.Cp_SEQ.decoder.pc[3:0],4,4 66 64 2
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.Start,1,2
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.Cy_r,1,51918
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.Con[30:0],31,2 2 0 4 4 0 4 0 64 2 2 0 2 0 2 64 66 2 66 64 4 0 4 0 64 0 66 64 0 66 2
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0],7,4 4 4 64 64 2 2
RSA_tb.RSA.SEQ_BLK.INVN_SEQ.decoder.pc[6:0],7,4 4 4 64 64 2 2
RSA_tb.RSA.SEQ_BLK.LOOP_CON.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.LOOP_CON.Con[5:0],6,25856 1492 1604804 98260 0 25792
RSA_tb.RSA.SEQ_BLK.LOOP_CON.Pc[1:0],2,2050 2
RSA_tb.RSA.SEQ_BLK.LOOP_CON.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.LOOP_CON.q[10:0],11,75198 74176 74176 74176 74176 74456 112456 162608 262912 413368 815328
RSA_tb.RSA.SEQ_BLK.LOOP_CON.jp1[4:0],5,112394 162546 262850 413306 815328
RSA_tb.RSA.SEQ_BLK.LOOP_CON.add_in[9:0],10,52946 52946 52946 52946 52946 113944 164096 264400 414856 815328
RSA_tb.RSA.SEQ_BLK.LOOP_CON.Cy_r,1,51918
RSA_tb.RSA.SEQ_BLK.LOOP_CON.Cy_mr,1,4
RSA_tb.RSA.SEQ_BLK.LOOP_CON.Cy_m,1,51918
RSA_tb.RSA.SEQ_BLK.LOOP_CON.i[9:0],10,748 750 754 762 1522 1554 2362 3978 6464 12928
RSA_tb.RSA.SEQ_BLK.LOOP_CON.i_me[9:0],10,4 6 10 18 34 66 130 258 512 1024
RSA_tb.RSA.SEQ_BLK.LOOP_CON.j[4:0],5,100304 150456 250760 401216 802432
RSA_tb.RSA.SEQ_BLK.LOOP_CON.jj[4:0],5,100303 150455 250759 401215 802431
RSA_tb.RSA.SEQ_BLK.LOOP_CON.mux3_1.Sel[1:0],2,27840 25792
RSA_tb.RSA.SEQ_BLK.LOOP_CON.mux3_1.a[4:0],5,100304 150456 250760 401216 802432
RSA_tb.RSA.SEQ_BLK.LOOP_CON.mux3_1.b[9:0],10,748 750 754 762 1522 1554 2362 3978 6464 12928
RSA_tb.RSA.SEQ_BLK.LOOP_CON.mux3_1.c[9:0],10,4 6 10 18 34 66 130 258 512 1024
RSA_tb.RSA.SEQ_BLK.MEM_CON.Con[5:0],6,1572220 894402 1619948 876900 828866 826826
RSA_tb.RSA.SEQ_BLK.MEM_CON.Sel,1,508
RSA_tb.RSA.SEQ_BLK.MEM_CON.i[4:0],5,1616 2424 4040 6464 12928
RSA_tb.RSA.SEQ_BLK.MEM_CON.j[4:0],5,100304 150456 250760 401216 802432
RSA_tb.RSA.SEQ_BLK.MEM_CON.jj[4:0],5,100303 150455 250759 401215 802431
RSA_tb.RSA.SEQ_BLK.MEM_CON.jp1[4:0],5,112394 162546 262850 413306 815328
RSA_tb.RSA.SEQ_BLK.MEM_CON.ad_s[6:0],7,193038 256462 287524 478276 836100 1198024 872732
RSA_tb.RSA.SEQ_BLK.MEM_CON.ad_m[6:0],7,910384 430466 844140 847672 854736 902162 929952
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_m.Con[2:0],3,1652904 911598 1619948
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_m.Sel,1,508
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_m.i[4:0],5,1616 2424 4040 6464 12928
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_m.j[4:0],5,100304 150456 250760 401216 802432
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_m.jp1[4:0],5,112394 162546 262850 413306 815328
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_s.Con[2:0],3,944484 896450 826826
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_s.i[4:0],5,1616 2424 4040 6464 12928
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_s.j[4:0],5,100304 150456 250760 401216 802432
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_s.jj[4:0],5,100303 150455 250759 401215 802431
RSA_tb.RSA.SEQ_BLK.MEM_CON.adg_s.jp1[4:0],5,112394 162546 262850 413306 815328
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.Cy_mr,1,4
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.Exp,1,122
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.Fin,1,750
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.Msb,1,2
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.Rst,1,2
RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0],12,4 4 4 2050 1542 232 510 2050 4 4 2 2
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Cy_m,1,51918
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Sel,1,508
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.i[9:0],10,748 750 754 762 1522 1554 2362 3978 6464 12928
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.zero,1,746
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Start,1,740
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Hlt,1,740
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.Con[30:0],31,1562880 48100 1562140 48100 94720 0 1610980 0 71040 47360 23680 48100 0 0 23680 47360 1587300 1539940 119140 23680 1480 1539200 96200 0 23680 1572220 828800 1554280 876900 828800 759240
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0],28,1480 1480 24420 740 24420 24420 24420 24420 24420 24420 734820 734820 24420 24420 24420 24420 734820 711880 23680 23680 24420 24420 24420 24420 24420 23680 740 740
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.decoder.Sel,1,508
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.decoder.pc[27:0],28,1480 1480 24420 740 24420 24420 24420 24420 24420 24420 734820 734820 24420 24420 24420 24420 734820 711880 23680 23680 24420 24420 24420 24420 24420 23680 740 740
RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.decoder.zero,1,746
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Cy_m,1,51918
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Cy_mr,1,4
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.a,1,96011
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.i[9:0],10,748 750 754 762 1522 1554 2362 3978 6464 12928
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.sign,1,96012
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Start,1,2
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Contmp[32:0],33,2050 2 65538 1022 65536 2 65536 2 65536 2 65536 0 33926 0 0 65536 32896 65536 67584 65536 67584 2048 4 65536 2050 0 2048 0 65536 65536 0 0 67584
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.Con[30:0],31,65538 1022 65536 2 65536 2 65536 2 65536 0 33926 0 0 65536 32896 65536 67584 65536 67584 2048 4 65536 2050 0 2048 0 65536 65536 0 0 67584
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.op,1,531
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0],11,4 2 2 2 2050 65538 32898 32642 65538 2 2
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.decoder.a,1,96011
RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.decoder.pc[10:0],11,4 2 2 2 2050 65538 32898 32642 65538 2 2
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.Cy_m,1,51918
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.Start,1,2
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.Con[30:0],31,2 2 0 0 0 0 0 0 0 0 2 4 0 0 0 4 4 0 0 0 0 4 2 0 0 0 0 4 0 0 0
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.pc[4:0],5,4 4 4 2 2
RSA_tb.RSA.SEQ_BLK.ONE_SEQ.decoder.pc[4:0],5,4 4 4 2 2
RSA_tb.RSA.SEQ_BLK.START_C.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.START_C.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.START_C.Pc,1,2
RSA_tb.RSA.SEQ_BLK.START_C.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.START_C.Rst,1,2
RSA_tb.RSA.SEQ_BLK.START_C.Start,1,2
RSA_tb.RSA.SEQ_BLK.START_C.rgt,1,2
RSA_tb.RSA.SEQ_BLK.START_IN.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.START_IN.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.START_IN.Pc,1,2
RSA_tb.RSA.SEQ_BLK.START_IN.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.START_IN.Rst,1,2
RSA_tb.RSA.SEQ_BLK.START_IN.Start,1,2
RSA_tb.RSA.SEQ_BLK.START_IN.rgt,1,2
RSA_tb.RSA.SEQ_BLK.START_MM.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.START_MM.Hlt,1,740
RSA_tb.RSA.SEQ_BLK.START_MM.Pc,1,510
RSA_tb.RSA.SEQ_BLK.START_MM.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.START_MM.Rst,1,2
RSA_tb.RSA.SEQ_BLK.START_MM.Start,1,740
RSA_tb.RSA.SEQ_BLK.START_MM.rgt,1,740
RSA_tb.RSA.SEQ_BLK.START_MR.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.START_MR.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.START_MR.Pc,1,2
RSA_tb.RSA.SEQ_BLK.START_MR.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.START_MR.Rst,1,2
RSA_tb.RSA.SEQ_BLK.START_MR.Start,1,2
RSA_tb.RSA.SEQ_BLK.START_MR.rgt,1,2
RSA_tb.RSA.SEQ_BLK.START_O.CLK,1,3612846
RSA_tb.RSA.SEQ_BLK.START_O.Hlt,1,2
RSA_tb.RSA.SEQ_BLK.START_O.Pc,1,2
RSA_tb.RSA.SEQ_BLK.START_O.RSTn,1,1
RSA_tb.RSA.SEQ_BLK.START_O.Rst,1,2
RSA_tb.RSA.SEQ_BLK.START_O.Start,1,2
RSA_tb.RSA.SEQ_BLK.START_O.rgt,1,2
