"Node","Matches"
"SubBytes.468:AS
b33 = s_box(a33);","[('aes128_table_ecb_bench.dut.SubBytes.b33[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a33[7:0]', 7, 0)]"
"234:AS
ircon = (round_n == 4'h9)? 8'h01 :
(8'h00 | (round_n == 4'h8))? 8'h02 :
(8'h00 | (round_n == 4'h7))? 8'h04 :
(8'h00 | (round_n == 4'h6))? 8'h08 :
(8'h00 | (round_n == 4'h5))? 8'h10 :
(8'h00 | (round_n == 4'h4))? 8'h20 :
(8'h00 | (round_n == 4'h3))? 8'h40 :
(8'h00 | (round_n == 4'h2))? 8'h80 :
(8'h00 | (round_n == 4'h1))? 8'h1b :
(8'h00 | (round_n == 4'h0))? 8'h36 : 8'h00;","[('aes128_table_ecb_bench.dut.ircon[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.round_n[3:0]', 3, 0)]"
"MixColumns2.678:AS
m0c = mul4x8({ 4'h2 }, s0c) ^ mul4x8({ 4'h3 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h1 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns2.m0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s3c[7:0]', 7, 0)]"
"109:AL","[]"
"376:AS
{ is_row_in[0][3], is_row_in[1][3], is_row_in[2][3], is_row_in[3][3] } = istate[3];","[]"
"101:BS
next_state = 3'h0;","[('aes128_table_ecb_bench.dut.next_state[2:0]', 2, 0)]"
"367:AS
add_iroundkey0 = text_in ^ { iw[0], iw[1], iw[2], iw[3] };","[('aes128_table_ecb_bench.dut.add_iroundkey0[127:0]', 127, 0), ('aes128_table_ecb_bench.text_in[127:0]', 127, 0)]"
"251:BL","[]"
"212:BL","[]"
"296:AS
{ s_row[1][0], s_row[1][1], s_row[1][2], s_row[1][3] } = { s_box[1][1], s_box[1][2], s_box[1][3], s_box[1][0] };","[]"
"129:NS
busy <= 1'b0;","[('aes128_table_ecb_bench.busy', 0, 0)]"
"213:IF","[]"
"256:IF","[]"
"348:IF","[]"
"MixColumns3.678:AS
m0c = mul4x8({ 4'h2 }, s0c) ^ mul4x8({ 4'h3 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h1 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns3.m0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s3c[7:0]', 7, 0)]"
"InvMixColumn2.727:AS
m0c = mul4x8({ 4'he }, s0c) ^ mul4x8({ 4'hb }, s1c) ^ mul4x8({ 4'hd }, s2c) ^ mul4x8({ 4'h9 }, s3c);","[('aes128_table_ecb_bench.dut.InvMixColumn2.m0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s3c[7:0]', 7, 0)]"
"SubBytes.461:AS
b12 = s_box(a12);","[('aes128_table_ecb_bench.dut.SubBytes.b12[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a12[7:0]', 7, 0)]"
"InvSubBytes.550:AS
b32 = is_box(a32);","[('aes128_table_ecb_bench.dut.InvSubBytes.b32[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvSubBytes.a32[7:0]', 7, 0)]"
"263:IF","[]"
"iSubWord.618:AS
b = { s_box(a[31:24]), s_box(a[23:16]), s_box(a[15:8]), s_box(a[7:0]) };","[('aes128_table_ecb_bench.dut.iSubWord.b[31:0]', 31, 0), ('aes128_table_ecb_bench.dut.iSubWord.a[31:0]', 31, 24), ('aes128_table_ecb_bench.dut.iSubWord.a[31:0]', 23, 16), ('aes128_table_ecb_bench.dut.iSubWord.a[31:0]', 15, 8), ('aes128_table_ecb_bench.dut.iSubWord.a[31:0]', 7, 0)]"
"232:AS
next_ikey[31:0] = iw[3] ^ iw[2];","[('aes128_table_ecb_bench.dut.next_ikey[127:0]', 31, 0)]"
"156:AS
text_out = (enc_dec == 1'b0)? { state[0], state[1], state[2], state[3] } : { istate[0], istate[1], istate[2], istate[3] };","[('aes128_table_ecb_bench.text_out[127:0]', 127, 0), ('aes128_table_ecb_bench.enc_dec', 0, 0)]"
"181:AS
rotword = { w[3][23:0], w[3][31:24] };","[('aes128_table_ecb_bench.dut.rotword[31:0]', 31, 0)]"
"SubBytes.463:AS
b32 = s_box(a32);","[('aes128_table_ecb_bench.dut.SubBytes.b32[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a32[7:0]', 7, 0)]"
"298:AS
{ s_row[3][0], s_row[3][1], s_row[3][2], s_row[3][3] } = { s_box[3][3], s_box[3][0], s_box[3][1], s_box[3][2] };","[]"
"99:IF","[]"
"109:BL","[]"
"Leaf_109:AL","[]"
"93:AL","[]"
"209:BL
{ iw[0], iw[1], iw[2], iw[3] } <= { 128{ 1'b0 } };","[]"
"InvMixColumn0.727:AS
m0c = mul4x8({ 4'he }, s0c) ^ mul4x8({ 4'hb }, s1c) ^ mul4x8({ 4'hd }, s2c) ^ mul4x8({ 4'h9 }, s3c);","[('aes128_table_ecb_bench.dut.InvMixColumn0.m0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s3c[7:0]', 7, 0)]"
"255:BL","[]"
"SubBytes.458:AS
b31 = s_box(a31);","[('aes128_table_ecb_bench.dut.SubBytes.b31[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a31[7:0]', 7, 0)]"
"251:AL","[]"
"186:AS
next_key[127:96] = w[0] ^ { temp[31:24] ^ rcon, temp[23:0] };","[('aes128_table_ecb_bench.dut.next_key[127:0]', 127, 96), ('aes128_table_ecb_bench.dut.temp[31:0]', 31, 24), ('aes128_table_ecb_bench.dut.rcon[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.temp[31:0]', 23, 0)]"
"MixColumns1.680:AS
m2c = mul4x8({ 4'h1 }, s0c) ^ mul4x8({ 4'h1 }, s1c) ^ mul4x8({ 4'h2 }, s2c) ^ mul4x8({ 4'h3 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns1.m2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s3c[7:0]', 7, 0)]"
"InvSubBytes.537:AS
b00 = is_box(a00);","[('aes128_table_ecb_bench.dut.InvSubBytes.b00[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvSubBytes.a00[7:0]', 7, 0)]"
"InvMixColumn3.728:AS
m1c = mul4x8({ 4'h9 }, s0c) ^ mul4x8({ 4'he }, s1c) ^ mul4x8({ 4'hb }, s2c) ^ mul4x8({ 4'hd }, s3c);","[('aes128_table_ecb_bench.dut.InvMixColumn3.m1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn3.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn3.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn3.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn3.s3c[7:0]', 7, 0)]"
"103:CA","[]"
"InvSubBytes.538:AS
b10 = is_box(a10);","[('aes128_table_ecb_bench.dut.InvSubBytes.b10[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvSubBytes.a10[7:0]', 7, 0)]"
"Leaf_343:AL","[]"
"MixColumns2.680:AS
m2c = mul4x8({ 4'h1 }, s0c) ^ mul4x8({ 4'h1 }, s1c) ^ mul4x8({ 4'h2 }, s2c) ^ mul4x8({ 4'h3 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns2.m2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s3c[7:0]', 7, 0)]"
"MixColumns3.681:AS
m3c = mul4x8({ 4'h3 }, s0c) ^ mul4x8({ 4'h1 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h2 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns3.m3c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns3.s3c[7:0]', 7, 0)]"
"100:BS
next_state = 3'h0;","[('aes128_table_ecb_bench.dut.next_state[2:0]', 2, 0)]"
"220:AS
itemp = iw[3] ^ iw[2];","[('aes128_table_ecb_bench.dut.itemp[31:0]', 31, 0)]"
"Leaf_93:AL","[]"
"178:AS
r10_key = round10_key;","[('aes128_table_ecb_bench.r10_key[127:0]', 127, 0), ('aes128_table_ecb_bench.dut.round10_key[127:0]', 127, 0)]"
"133:NS
busy <= busy;","[('aes128_table_ecb_bench.busy', 0, 0)]"
"MixColumns0.681:AS
m3c = mul4x8({ 4'h3 }, s0c) ^ mul4x8({ 4'h1 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h2 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns0.m3c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s3c[7:0]', 7, 0)]"
"229:AS
next_ikey[127:96] = { iw[0][31:24] ^ irotword[31:24] ^ ircon, iw[0][23:0] ^ irotword[23:0] };","[('aes128_table_ecb_bench.dut.next_ikey[127:0]', 127, 96), ('aes128_table_ecb_bench.dut.irotword[31:0]', 31, 24), ('aes128_table_ecb_bench.dut.ircon[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.irotword[31:0]', 23, 0)]"
"406:AS
add_iroundkey[31:0] = { is_box[0][3], is_box[1][3], is_box[2][3], is_box[3][3] } ^ iw[3];","[('aes128_table_ecb_bench.dut.add_iroundkey[127:0]', 31, 0)]"
"MixColumns1.678:AS
m0c = mul4x8({ 4'h2 }, s0c) ^ mul4x8({ 4'h3 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h1 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns1.m0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns1.s3c[7:0]', 7, 0)]"
"SubBytes.467:AS
b23 = s_box(a23);","[('aes128_table_ecb_bench.dut.SubBytes.b23[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a23[7:0]', 7, 0)]"
"331:AS
cipher_text[127:96] = { s_row[0][0], s_row[1][0], s_row[2][0], s_row[3][0] } ^ w[0];","[('aes128_table_ecb_bench.dut.cipher_text[127:0]', 127, 96)]"
"118:AL","[]"
"SubWord.618:AS
b = { s_box(a[31:24]), s_box(a[23:16]), s_box(a[15:8]), s_box(a[7:0]) };","[('aes128_table_ecb_bench.dut.SubWord.b[31:0]', 31, 0), ('aes128_table_ecb_bench.dut.SubWord.a[31:0]', 31, 24), ('aes128_table_ecb_bench.dut.SubWord.a[31:0]', 23, 16), ('aes128_table_ecb_bench.dut.SubWord.a[31:0]', 15, 8), ('aes128_table_ecb_bench.dut.SubWord.a[31:0]', 7, 0)]"
"InvMixColumn0.729:AS
m2c = mul4x8({ 4'hd }, s0c) ^ mul4x8({ 4'h9 }, s1c) ^ mul4x8({ 4'he }, s2c) ^ mul4x8({ 4'hb }, s3c);","[('aes128_table_ecb_bench.dut.InvMixColumn0.m2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn0.s3c[7:0]', 7, 0)]"
"137:IF","[]"
"MixColumns2.681:AS
m3c = mul4x8({ 4'h3 }, s0c) ^ mul4x8({ 4'h1 }, s1c) ^ mul4x8({ 4'h1 }, s2c) ^ mul4x8({ 4'h2 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns2.m3c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s3c[7:0]', 7, 0)]"
"InvMixColumn2.730:AS
m3c = mul4x8({ 4'hb }, s0c) ^ mul4x8({ 4'hd }, s1c) ^ mul4x8({ 4'h9 }, s2c) ^ mul4x8({ 4'he }, s3c);","[('aes128_table_ecb_bench.dut.InvMixColumn2.m3c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvMixColumn2.s3c[7:0]', 7, 0)]"
"InvSubBytes.554:AS
b23 = is_box(a23);","[('aes128_table_ecb_bench.dut.InvSubBytes.b23[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.InvSubBytes.a23[7:0]', 7, 0)]"
"380:AS
{ is_row[2][2], is_row[2][3], is_row[2][0], is_row[2][1] } = { is_row_in[2][0], is_row_in[2][1], is_row_in[2][2], is_row_in[2][3] };","[]"
"MixColumns0.679:AS
m1c = mul4x8({ 4'h1 }, s0c) ^ mul4x8({ 4'h2 }, s1c) ^ mul4x8({ 4'h3 }, s2c) ^ mul4x8({ 4'h1 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns0.m1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns0.s3c[7:0]', 7, 0)]"
"Leaf_162:AL","[]"
"SubBytes.456:AS
b11 = s_box(a11);","[('aes128_table_ecb_bench.dut.SubBytes.b11[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.SubBytes.a11[7:0]', 7, 0)]"
"132:NS
busy <= 1'b0;","[('aes128_table_ecb_bench.busy', 0, 0)]"
"349:IF","[]"
"Leaf_208:AL","[]"
"295:AS
{ s_row[0][0], s_row[0][1], s_row[0][2], s_row[0][3] } = { s_box[0][0], s_box[0][1], s_box[0][2], s_box[0][3] };","[]"
"231:AS
next_ikey[63:32] = iw[2] ^ iw[1];","[('aes128_table_ecb_bench.dut.next_ikey[127:0]', 63, 32)]"
"MixColumns2.679:AS
m1c = mul4x8({ 4'h1 }, s0c) ^ mul4x8({ 4'h2 }, s1c) ^ mul4x8({ 4'h3 }, s2c) ^ mul4x8({ 4'h1 }, s3c);","[('aes128_table_ecb_bench.dut.MixColumns2.m1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s0c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s1c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s2c[7:0]', 7, 0), ('aes128_table_ecb_bench.dut.MixColumns2.s3c[7:0]', 7, 0)]"
