sig_key,width,toggles
aes128_table_ecb_bench.dut.MixColumns3.m1c[7:0],8,6 7 7 8 4 7 5 4
aes128_table_ecb_bench.dut.MixColumns3.m2c[7:0],8,6 8 7 7 2 5 5 7
aes128_table_ecb_bench.dut.MixColumns3.m3c[7:0],8,6 6 7 7 5 5 6 9
aes128_table_ecb_bench.dut.MixColumns3.s0c[7:0],8,4 5 4 10 3 6 7 5
aes128_table_ecb_bench.dut.MixColumns3.s1c[7:0],8,5 5 10 7 6 5 2 5
aes128_table_ecb_bench.dut.MixColumns3.s2c[7:0],8,4 7 7 6 5 7 7 7
aes128_table_ecb_bench.dut.MixColumns3.s3c[7:0],8,8 6 7 6 7 5 8 7
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.c0[7:0],8,0 0 0 5 5 0 5 5
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.c1[7:0],8,0 0 0 0 0 0 0 0
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.c2[7:0],8,0 0 0 0 0 0 0 0
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.mx[3:0],4,0 0 0 0
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.sc[7:0],8,5 5 10 7 6 5 2 5
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.sxm0[7:0],8,5 5 10 7 6 5 2 5
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.sxm1[7:0],8,5 5 10 7 6 5 2 5
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.sxm2[7:0],8,0 0 0 0 0 0 0 0
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.sxm3[7:0],8,0 0 0 0 0 0 0 0
aes128_table_ecb_bench.dut.MixColumns3.mul4x8.temp[10:0],11,0 0 5 6 5 5 5 5 7 5 5
aes128_table_ecb_bench.dut.SubBytes.a00[7:0],8,5 7 4 1 5 6 5 7
aes128_table_ecb_bench.dut.SubBytes.a01[7:0],8,5 6 8 3 3 6 4 5
aes128_table_ecb_bench.dut.SubBytes.a02[7:0],8,6 7 4 8 7 4 3 4
aes128_table_ecb_bench.dut.SubBytes.a03[7:0],8,5 7 5 4 5 5 3 4
aes128_table_ecb_bench.dut.SubBytes.a10[7:0],8,2 5 9 5 5 6 8 3
aes128_table_ecb_bench.dut.SubBytes.a11[7:0],8,5 5 6 3 7 6 3 6
aes128_table_ecb_bench.dut.SubBytes.a12[7:0],8,6 6 6 6 7 7 7 8
aes128_table_ecb_bench.dut.SubBytes.a13[7:0],8,4 8 5 5 5 6 4 6
aes128_table_ecb_bench.dut.SubBytes.a20[7:0],8,7 4 8 3 6 5 5 9
aes128_table_ecb_bench.dut.SubBytes.a21[7:0],8,7 8 6 4 4 6 4 5
aes128_table_ecb_bench.dut.SubBytes.a22[7:0],8,7 8 4 4 4 8 4 7
aes128_table_ecb_bench.dut.SubBytes.a23[7:0],8,6 7 5 4 6 5 5 3
aes128_table_ecb_bench.dut.SubBytes.a30[7:0],8,7 4 5 6 3 5 6 8
aes128_table_ecb_bench.dut.SubBytes.a31[7:0],8,6 6 8 5 5 4 3 4
aes128_table_ecb_bench.dut.SubBytes.a32[7:0],8,5 4 5 5 8 3 7 2
aes128_table_ecb_bench.dut.SubBytes.a33[7:0],8,6 4 2 4 5 5 7 8
aes128_table_ecb_bench.dut.SubBytes.b33[7:0],8,1 7 6 8 7 8 4 6
aes128_table_ecb_bench.dut.SubBytes.b32[7:0],8,8 6 7 6 7 5 8 7
aes128_table_ecb_bench.dut.SubBytes.b31[7:0],8,5 5 2 6 4 6 4 3
aes128_table_ecb_bench.dut.SubBytes.b30[7:0],8,5 5 5 7 4 6 3 4
aes128_table_ecb_bench.dut.SubBytes.b23[7:0],8,5 1 7 4 4 7 3 6
aes128_table_ecb_bench.dut.SubBytes.b22[7:0],8,6 5 5 6 9 5 7 5
aes128_table_ecb_bench.dut.SubBytes.b21[7:0],8,4 7 7 6 5 7 7 7
aes128_table_ecb_bench.dut.SubBytes.b20[7:0],8,3 3 5 4 5 8 5 5
aes128_table_ecb_bench.dut.SubBytes.b13[7:0],8,4 3 5 6 2 7 8 4
aes128_table_ecb_bench.dut.SubBytes.b12[7:0],8,9 5 4 4 9 8 6 8
aes128_table_ecb_bench.dut.SubBytes.b11[7:0],8,6 8 7 7 6 5 4 4
aes128_table_ecb_bench.dut.SubBytes.b10[7:0],8,5 5 10 7 6 5 2 5
aes128_table_ecb_bench.dut.SubBytes.b03[7:0],8,4 5 4 10 3 6 7 5
aes128_table_ecb_bench.dut.SubBytes.b02[7:0],8,7 8 5 5 6 9 6 5
aes128_table_ecb_bench.dut.SubBytes.b01[7:0],8,9 2 6 8 5 5 8 5
aes128_table_ecb_bench.dut.SubBytes.b00[7:0],8,9 5 6 7 5 6 7 6
aes128_table_ecb_bench.dut.SubBytes.s_box.aij[7:0],8,5 7 4 1 5 6 5 7
aes128_table_ecb_bench.dut.SubWord.a[31:0],32,13 9 20 12 9 9 13 17 8 9 12 8 13 13 9 13 8 12 13 13 13 5 8 8 12 8 12 12 13 8 12 13
aes128_table_ecb_bench.dut.SubWord.b[31:0],32,13 13 13 20 9 4 12 17 13 13 9 12 12 13 13 9 17 4 8 12 9 4 8 12 12 13 13 12 12 12 13 16
aes128_table_ecb_bench.dut.SubWord.s_box.aij[7:0],8,13 9 20 12 9 9 13 17
aes128_table_ecb_bench.dut.iSubWord.a[31:0],32,8 5 8 9 8 5 7 7 8 7 12 7 3 5 8 10 6 6 8 8 8 6 6 8 4 9 9 8 7 3 5 6
aes128_table_ecb_bench.dut.iSubWord.b[31:0],32,8 10 11 9 9 6 6 12 8 8 5 10 7 6 6 9 8 8 6 8 8 8 6 4 7 3 5 9 5 3 4 6
aes128_table_ecb_bench.dut.iSubWord.s_box.aij[7:0],8,8 5 8 9 8 5 7 7
